ProjID,ProjectStatus,ProjectTitle,ProjectRDC,ProjectYearStarted,ProjectYearEnded,ProjectPI,OutputTitle,OutputType,OutputStatus,OutputYear,OutputVolume,OutputNumber,OutputPages,doi,title,abstract,year,publication_date,cited_by_count,authors,affiliations,topics,OutputVenue,OutputMonth,OutputBibliography,matched_dataset_terms
333.0,Completed,Technology Use and Worker Outcomes: Evidence from Linked Employer-Employee Data,Washington,2004.0,2005.0,Javier - Miranda,Business Dynamics of Innovating Firms: Linking U.S. Patents with Administrative Data on Workers and Firms,article,published,2015.0,,,,https://doi.org/10.2139/ssrn.2637602,Business Dynamics of Innovating Firms: Linking U.S. Patents with Administrative Data on Workers and Firms,"This paper discusses the construction of a new longitudinal database tracking inventors and patent-owning firms over time. We match granted patents between 2000 and 2011 to administrative databases of firms and workers housed at the U.S. Census Bureau. We use inventor information in addition to the patent assignee firm name to and improve on previous efforts linking patents to firms. The triangulated database allows us to maximize match rates and provide validation for a large fraction of matches. In this paper, we describe the construction of the database and explore basic features of the data. We find patenting firms, particularly young patenting firms, disproportionally contribute jobs to the U.S. economy. We find patenting is a relatively rare event among small firms but that most patenting firms are nevertheless small, and that patenting is not as rare an event for the youngest firms compared to the oldest firms. While manufacturing firms are more likely to patent than firms in other sectors, we find most patenting firms are in the services and wholesale sectors. These new data are a product of collaboration within the U.S. Department of Commerce, between the U.S. Census Bureau and the U.S. Patent and Trademark Office.",2015,2015-01-01,4,Stuart J.H. Graham; Cheryl Grim; Tariqul Islam; Alan C. Marco; Javier Miranda,Georgia Institute of Technology; United States Census Bureau; RTI International; Georgia Institute of Technology; United States Census Bureau,Firm Innovation and Growth; Entrepreneurship Studies and Influences; Innovation Policy and R&D,SSRN Electronic Journal,01,"Graham, Stuart J.H.; Grim, Cheryl; Islam, Tariqul; Marco, Alan C.; Miranda, Javier. 2015. ""Business Dynamics of Innovating Firms: Linking U.S. Patents with Administrative Data on Workers and Firms"". SSRN Electronic Journal, , pp. . . https://doi.org/https://doi.org/10.2139/ssrn.2637602",true
188.0,Completed,"Family Resources, Race, and Small Business Outcomes",Washington,2002.0,2003.0,Robert W Fairlie,The Promise and Peril of Entrepreneurship,book,published,2023.0,,,,https://doi.org/10.7551/mitpress/13873.001.0001,The Promise and Peril of Entrepreneurship,"A clearer view of entrepreneurship, based on new comprehensive data, that upends what we know about job creation and survival among US startups. Startups create jobs and power economic growth. That's an article of faith in the United States—but, as The Promise and Peril of Entrepreneurship reveals, our faith may be built on shaky ground. Economists Robert Fairlie, Zachary Kroff, Javier Miranda, and Nikolas Zolas—working with Census Bureau microdata—have developed a new data set, the Comprehensive Startup Panel, that tracks job creation and the survival of every startup in the country. In doing so, they recalibrate our understanding of how startups behave in the US economy. Specifically, their work seeks to answer three critical questions: How many jobs does each entrepreneur create? Do those jobs disappear quickly? And how long do entrepreneurial enterprises survive? Job creation and survival rates are, the authors conclude, much lower than those reported by official federal sources. Such discrepancies emerge from the more comprehensive picture drawn from this new data set—a picture that, for instance, highlights the important but understudied differences between employer firms (startups that hire people) and nonemployer firms (startups that do not initially hire people but may do so in later years as they grow). This reframing captures the vast number of businesses that start with no employees, a number largely missing from the statistics underpinning the mythos of the riskiness of entrepreneurship. The book also explores who owns startups—focusing on differences by race and ethnicity. With its new, wider view of the realities of job creation and survival among startups, The Promise and Peril of Entrepreneurship has significant implications for economic policymaking and research, and for the billions of dollars that the government and the private sector invest in promoting entrepreneurship.",2023,2023-06-29,6,Robert W. Fairlie; Zachary Kroff; Javier Miranda; Nikolas Zolas,,Entrepreneurship Studies and Influences; Private Equity and Venture Capital,The MIT Press eBooks,06,"Fairlie, Robert W.; Kroff, Zachary; Miranda, Javier; Zolas, Nikolas. 2023. ""The Promise and Peril of Entrepreneurship"". The MIT Press eBooks, , pp. . . https://doi.org/https://doi.org/10.7551/mitpress/13873.001.0001",true
2095.0,Active,Defensive Innovation and Firm Growth in the U.S.: Impact of International Trade,Baruch,2019.0,,Seula Kim,Measuring the Impact of Household Innovation using Administrative Data,report,published,2018.0,,,,https://doi.org/10.3386/w25259,Measuring the Impact of Household Innovation using Administrative Data,"We link USPTO patent data to U.S. Census Bureau administrative records on individuals and firms.The combined dataset provides us with a directory of patenting household inventors as well as a time-series directory of self-employed businesses tied to household innovations.We describe the characteristics of household inventors by race, age, gender and U.S. origin, as well as the types of patented innovations pursued by these inventors.Business data allows us to highlight how patents shape the early life-cycle dynamics of nonemployer businesses.We find household innovators are disproportionately U.S. born, white and their age distribution has thicker tails relative to business innovators.Data shows there is a deficit of female and black inventors.Household inventors tend to work in consumer product areas compared to traditional business patents.While patented household innovations do not have the same impact of business innovations their uniqueness and impact remains surprisingly high.Back of the envelope calculations suggest patented household innovations granted between 2000 and 2011 might generate $5.0B in revenue (2000 dollars).",2018,2018-11-01,5,Javier Miranda; Nikolas Zolas,United States Census Bureau; National Bureau of Economic Research; United States Census Bureau; National Bureau of Economic Research,Entrepreneurship Studies and Influences; Firm Innovation and Growth; Innovation Policy and R&D,,11,"Miranda, Javier; Zolas, Nikolas. 2018. ""Measuring the Impact of Household Innovation using Administrative Data"". No Source, , pp. . . https://doi.org/https://doi.org/10.3386/w25259",true
333.0,Completed,Technology Use and Worker Outcomes: Evidence from Linked Employer-Employee Data,Washington,2004.0,2005.0,Javier - Miranda,Business Dynamics of Innovating Firms: Linking U.S. Patents with Administrative Data on Workers and Firms,article,published,2015.0,,,,https://doi.org/10.2139/ssrn.2696158,Business Dynamics of Innovating Firms: Linking U.S. Patents with Administrative Data on Workers and Firms,"This paper discusses the construction of a new longitudinal database tracking inventors and patent-owning firms over time. We match granted patents between 2000 and 2011 to administrative databases of firms and workers housed at the U.S. Census Bureau. We use inventor information in addition to the patent assignee firm name to and improve on previous efforts linking patents to firms. The triangulated database allows us to maximize match rates and provide validation for a large fraction of matches. In this paper, we describe the construction of the database and explore basic features of the data. We find patenting firms, particularly young patenting firms, disproportionally contribute jobs to the U.S. economy. We find patenting is a relatively rare event among small firms but that most patenting firms are nevertheless small, and that patenting is not as rare an event for the youngest firms compared to the oldest firms. While manufacturing firms are more likely to patent than firms in other sectors, we find most patenting firms are in the services and wholesale sectors. These new data are a product of collaboration within the U.S. Department of Commerce, between the U.S. Census Bureau and the U.S. Patent and Trademark Office.",2015,2015-01-01,2,Stuart J.H. Graham; Cheryl Grim; Tariqul Islam; Alan C. Marco; Javier Miranda,Georgia Institute of Technology; United States Census Bureau; RTI International; Georgia Institute of Technology; United States Census Bureau,Firm Innovation and Growth; Entrepreneurship Studies and Influences; Innovation Policy and R&D,SSRN Electronic Journal,01,"Graham, Stuart J.H.; Grim, Cheryl; Islam, Tariqul; Marco, Alan C.; Miranda, Javier. 2015. ""Business Dynamics of Innovating Firms: Linking U.S. Patents with Administrative Data on Workers and Firms"". SSRN Electronic Journal, , pp. . . https://doi.org/https://doi.org/10.2139/ssrn.2696158",true
560.0,Completed,Using Synthetic Data in the American Community Survey,Triangle,2006.0,2007.0,Jerome P Reiter,SynLBD 2.0: Improving the synthetic Longitudinal Business Database,article,published,2014.0,30,2,129-135,https://doi.org/10.3233/sji-140808,SynLBD 2.0: Improving the synthetic Longitudinal Business Database,"In most countries, national statistical agencies do not release establishment-level business microdata, because doing so represents too large a risk to establishments' confidentiality. Agencies potentially can manage these risks by releasing synthetic microdata, i.e., individual establishment records simulated from statistical models designed to mimic the joint distribution of the underlying observed data. Previously, we used this approach to generate a public-use version – now available for public use – of the U.S. Census Bureau's Longitudinal Business Database (LBD), a longitudinal census of establishments dating back to 1976. While the synthetic LBD has proven to be a useful product, we now seek to improve and expand it by using new synthesis models and adding features. This article describes our efforts to create the second generation of the SynLBD, including synthesis procedures that we believe could be replicated in other contexts.",2014,2014-05-01,21,Satkartar K. Kinney; Jerome P. Reiter; Javier Miranda,United States Census Bureau; United States Census Bureau; United States Census Bureau,demographic modeling and climate adaptation; Customer churn and segmentation,Statistical Journal of the IAOS,05,"Kinney, Satkartar K.; Reiter, Jerome P.; Miranda, Javier. 2014. ""SynLBD 2.0: Improving the synthetic Longitudinal Business Database"". Statistical Journal of the IAOS, 30(2), pp. 129-135. . https://doi.org/https://doi.org/10.3233/sji-140808",true
1119.0,Completed,Firm Dynamics in the Agricultural Services Sector: Evidence from the Longitudinal Business Database,Wisconsin,2014.0,2019.0,Richard Dunn,Business Dynamics Statistics Briefing: Historically Large Decline in Job Creation from Startup and Existing Firms in the 2008-2009 Recession,article,published,2011.0,,,,https://doi.org/10.2139/ssrn.1793167,Business Dynamics Statistics Briefing: Historically Large Decline in Job Creation from Startup and Existing Firms in the 2008-2009 Recession,"The Census Bureau's Business Dynamics Statistics (BDS) provides data on business dynamics for U.S. firms and establishments with paid employees. This briefing highlights some key features of the most recent BDS update, which now has data through 2009 - the trough of the recent recession.",2011,2011-01-01,24,John Haltiwanger; Ron S. Jarmin; Javier Miranda,"University of Maryland, College Park; IZA - Institute of Labor Economics; National Bureau of Economic Research; United States Census Bureau; United States Census Bureau",Firm Innovation and Growth,SSRN Electronic Journal,01,"Haltiwanger, John; Jarmin, Ron S.; Miranda, Javier. 2011. ""Business Dynamics Statistics Briefing: Historically Large Decline in Job Creation from Startup and Existing Firms in the 2008-2009 Recession"". SSRN Electronic Journal, , pp. . . https://doi.org/https://doi.org/10.2139/ssrn.1793167",true
2095.0,Active,Defensive Innovation and Firm Growth in the U.S.: Impact of International Trade,Baruch,2019.0,,Seula Kim,Chapter 2. Measuring the Impact of Household Innovation Using Administrative Data,book-chapter,published,2021.0,,,61-102,https://doi.org/10.7208/chicago/9780226728209.003.0003,Chapter 2. Measuring the Impact of Household Innovation Using Administrative Data,"We link USPTO patent data to U.S. Census Bureau administrative records on individuals and firms. The combined dataset provides us with a directory of patenting household inventors as well as a time-series directory of self-employed businesses tied to household innovations. We describe the characteristics of household inventors by race, age, gender and U.S. origin, as well as the types of patented innovations pursued by these inventors. Business data allows us to highlight how patents shape the early life-cycle dynamics of nonemployer businesses. We find household innovators are disproportionately U.S. born, white and their age distribution has thicker tails relative to business innovators. Data shows there is a deficit of female and black inventors. Household inventors tend to work in consumer product areas compared to traditional business patents. While patented household innovations do not have the same impact of business innovations their uniqueness and impact remains surprisingly high. Back of the envelope calculations suggest patented household innovations granted between 2000 and 2011 might generate $5.0B in revenue (2000 dollars).",2021,2021-01-01,0,Javier Miranda; Nikolas Zolas,,Innovation Policy and R&D; Entrepreneurship Studies and Influences; Firm Innovation and Growth,University of Chicago Press eBooks,01,"Miranda, Javier; Zolas, Nikolas. 2021. ""Chapter 2. Measuring the Impact of Household Innovation Using Administrative Data"". University of Chicago Press eBooks, , pp. 61-102. . https://doi.org/https://doi.org/10.7208/chicago/9780226728209.003.0003",true
658.0,Completed,Older Workers' Displacement and Mobility,Cornell,2009.0,2013.0,Lars N Vilhuber,Looking back on three years of using the synthetic LBD beta,article,published,2014.0,30,2,123-127,https://doi.org/10.3233/sji-140811,Looking back on three years of using the synthetic LBD beta,"Distributions of business data are typically much more skewed than those for household or individual data and public knowledge of the underlying units is greater. As a results, national statistical offices (NSOs) rarely release establishment or firm-level business microdata due to the risk to respondent confidentiality. One potential approach for overcoming these risks is to release synthetic data where the establishment data are simulated from statistical models designed to mimic the distributions of the real underlying microdata. The US Census Bureau's Center for Economic Studies in collaboration with Duke University, the National Institute of Statistical Sciences, and Cornell University made available a synthetic public use file for the Longitudinal Business Database (LBD) comprising more than 20 million records for all business establishment with paid employees dating back to 1976. The resulting product, dubbed the SynLBD, was released in 2010 and is the first-ever comprehensive business microdata set publicly released in the United States including data on establishments' employment and payroll, birth and death years, and industrial classification. This paper documents the scope of projects that have requested and used the SynLBD.",2014,2014-05-01,1,Javier Miranda; Lars Vilhuber,United States Census Bureau; United States Census Bureau,Medical Imaging Techniques and Applications; Cardiac Valve Diseases and Treatments; Advanced Radiotherapy Techniques,Statistical Journal of the IAOS,05,"Miranda, Javier; Vilhuber, Lars. 2014. ""Looking back on three years of using the synthetic LBD beta"". Statistical Journal of the IAOS, 30(2), pp. 123-127. . https://doi.org/https://doi.org/10.3233/sji-140811",true
333.0,Completed,Technology Use and Worker Outcomes: Evidence from Linked Employer-Employee Data,Washington,2004.0,2005.0,Javier - Miranda,"Private Equity, Jobs, and Productivity: Reply to Ayash and Rastad",article,published,2018.0,,,,https://doi.org/10.2139/ssrn.3113272,"Private Equity, Jobs, and Productivity: Reply to Ayash and Rastad","Ayash and Rastad (2017) express several concerns about our 2014 analysis of private equity buyouts. We welcome their interest in our work but think their criticisms are off the mark. Some of their claims reflect a misunderstanding of the Census Bureau’s Longitudinal Business Database (LBD) and its underlying data inputs. Because the LBD has emerged as a major laboratory for empirical studies in economics and finance, we use this opportunity to reiterate and clarify some of its important features. In a similar spirit, we elaborate on steps taken to develop our large sample of private equity buyouts. We also address Ayash and Rastad’s remarks about the empirical design of our establishment-level analysis, our methods for distinguishing between leveraged buyouts (LBOs) and other private equity transactions, bankruptcy rates among firms acquired in LBOs, their assertion that we undercount large public-to-private LBOs, and other matters.",2018,2018-01-01,2,Steven J. Davis; John Haltiwanger; Kyle Handley; Ron S. Jarmin; Josh Lerner; Javier Miranda,"University of Chicago; Hoover Institution; National Bureau of Economic Research; IZA - Institute of Labor Economics; National Bureau of Economic Research; University of Maryland, College Park; University of California, San Diego; National Bureau of Economic Research; United States Census Bureau; Entrepreneurial Ecosystems; Harvard University; National Bureau of Economic Research; United States Census Bureau",Economic Growth and Productivity; Economic Growth and Development; Private Equity and Venture Capital,SSRN Electronic Journal,01,"Davis, Steven J.; Haltiwanger, John; Handley, Kyle; Jarmin, Ron S.; Lerner, Josh; Miranda, Javier. 2018. ""Private Equity, Jobs, and Productivity: Reply to Ayash and Rastad"". SSRN Electronic Journal, , pp. . . https://doi.org/https://doi.org/10.2139/ssrn.3113272",true
3009.0,Active,"Labor Transition Away from Fossil Fuels: The Coal Decline Impacts on Employment, Wage, and Internal Migration in the U.S.",UCLA,2024.0,,Minwoo Hyun,Does Federally-Funded Job Training Work? Nonexperimental Estimates of WIA Training Impacts Using Longitudinal Data on Workers and Firms,report,published,2013.0,,,,https://doi.org/10.3386/w19446,Does Federally-Funded Job Training Work? Nonexperimental Estimates of WIA Training Impacts Using Longitudinal Data on Workers and Firms,"We study the job training provided under the US Workforce Investment Act (WIA) to adults and dislocated workers in two states.Our substantive contributions center on impacts estimated nonexperimentally using administrative data.These impacts compare WIA participants who do and do not receive training.In addition to the usual impacts on earnings and employment, we link our state data to the Longitudinal Employer Household Dynamics (LEHD) data at the U.S. Census Bureau, which allows us to estimate impacts on the characteristics of the firms at which participants find employment.We find moderate positive impacts on employment, earnings and desirable firm characteristics for adults, but not for dislocated workers.Our primary methodological contribution consists of assessing the value of the additional conditioning information provided by the LEHD relative to the data available in state Unemployment Insurance (UI) earnings records.We find that value to be zero.",2013,2013-09-01,25,Fredrik Andersson; Harry J. Holzer; Julia Lane; David Rosenblum; Jeffrey A. Smith,Office of the Comptroller of the Currency; National Bureau of Economic Research; Public Policy Institute of California; Georgetown University; Office of the Comptroller of the Currency; National Bureau of Economic Research; Office of the Comptroller of the Currency; National Bureau of Economic Research; American Institutes for Research; Cornell University; Apple (United States); Office of the Comptroller of the Currency; National Bureau of Economic Research; Office of the Comptroller of the Currency; University of Michigan; National Bureau of Economic Research,"Labor market dynamics and wage inequality; Gender, Labor, and Family Dynamics; Advanced Causal Inference Techniques",,09,"Andersson, Fredrik; Holzer, Harry J.; Lane, Julia; Rosenblum, David; Smith, Jeffrey A.. 2013. ""Does Federally-Funded Job Training Work? Nonexperimental Estimates of WIA Training Impacts Using Longitudinal Data on Workers and Firms"". No Source, , pp. . . https://doi.org/https://doi.org/10.3386/w19446",true
3009.0,Active,"Labor Transition Away from Fossil Fuels: The Coal Decline Impacts on Employment, Wage, and Internal Migration in the U.S.",UCLA,2024.0,,Minwoo Hyun,Does Federally-Funded Job Training Work? Nonexperimental Estimates of WIA Training Impacts Using Longitudinal Data on Workers and Firms,article,published,2013.0,,,,https://doi.org/10.2139/ssrn.2336398,Does Federally-Funded Job Training Work? Nonexperimental Estimates of WIA Training Impacts Using Longitudinal Data on Workers and Firms,"We study the job training provided under the US Workforce Investment Act (WIA) to adults and dislocated workers in two states. Our substantive contributions center on impacts estimated non-experimentally using administrative data. These impacts compare WIA participants who do and do not receive training. In addition to the usual impacts on earnings and employment, we link our state data to the Longitudinal Employer Household Dynamics (LEHD) data at the U.S. Census Bureau, which allows us to estimate impacts on the characteristics of the firms at which participants find employment. We find moderate positive impacts on employment, earnings and desirable firm characteristics for adults, but not for dislocated workers. Our primary methodological contribution consists of assessing the value of the additional conditioning information provided by the LEHD relative to the data available in state Unemployment Insurance (UI) earnings records. We find that value to be zero.",2013,2013-01-01,21,Fredrik Andersson; Harry J. Holzer; Julia Lane; David J. Rosenblum; Jeffrey A. Smith,Office of the Comptroller of the Currency; IZA - Institute of Labor Economics; Public Policy Institute of California; Georgetown University; National Bureau of Economic Research; Wagner College; IZA - Institute of Labor Economics; Cornell University; University of Wisconsin–Madison; IZA - Institute of Labor Economics; National Bureau of Economic Research,"Gender, Labor, and Family Dynamics; Labor market dynamics and wage inequality; Fiscal Policy and Economic Growth",SSRN Electronic Journal,01,"Andersson, Fredrik; Holzer, Harry J.; Lane, Julia; Rosenblum, David J.; Smith, Jeffrey A.. 2013. ""Does Federally-Funded Job Training Work? Nonexperimental Estimates of WIA Training Impacts Using Longitudinal Data on Workers and Firms"". SSRN Electronic Journal, , pp. . . https://doi.org/https://doi.org/10.2139/ssrn.2336398",true
1960.0,Completed,"The Impact of Right-to-Work Law on Firms' Employment, Performance, and Financial Decisions: Evidence from a Natural Experiment",Texas,2019.0,2021.0,Yini Liu,Does Federally-Funded Job Training Work? Non-Experimental Estimates of WIA Training Impacts Using Longitudinal Data on Workers and Firms,article,published,2016.0,,,,https://doi.org/10.2139/ssrn.2858782,Does Federally-Funded Job Training Work? Non-Experimental Estimates of WIA Training Impacts Using Longitudinal Data on Workers and Firms,"We study the job training provided under the US Workforce Investment Act (WIA) to adults and dislocated workers in two states. Our substantive contributions center on impacts estimated non-experimentally using administrative data. These impacts compare WIA participants who do and do not receive training. In addition to the usual impacts on earnings and employment, we link our state data to the Longitudinal Employer-Household Dynamics (LEHD) data at the US Census Bureau, which allows us to estimate impacts on the characteristics of the firms at which participants find employment. We find moderate positive impacts on employment, earnings and desirable firm characteristics for adults, but not for dislocated workers. Our primary methodological contribution consists of assessing the value of the additional conditioning information provided by the LEHD relative to the data available in state Unemployment Insurance (UI) earnings records. We find that value to be zero.",2016,2016-01-01,7,Fredrik Andersson; Harry J. Holzer; Julia Lane; David J. Rosenblum; Jeffrey A. Smith,Office of the Comptroller of the Currency; IZA - Institute of Labor Economics; National Bureau of Economic Research; Public Policy Institute of California; Georgetown University; Wagner College; IZA - Institute of Labor Economics; Cornell University; University of Wisconsin–Madison; National Bureau of Economic Research; IZA - Institute of Labor Economics,"Labor market dynamics and wage inequality; ICT Impact and Policies; Gender, Labor, and Family Dynamics",SSRN Electronic Journal,01,"Andersson, Fredrik; Holzer, Harry J.; Lane, Julia; Rosenblum, David J.; Smith, Jeffrey A.. 2016. ""Does Federally-Funded Job Training Work? Non-Experimental Estimates of WIA Training Impacts Using Longitudinal Data on Workers and Firms"". SSRN Electronic Journal, , pp. . . https://doi.org/https://doi.org/10.2139/ssrn.2858782",true
3009.0,Active,"Labor Transition Away from Fossil Fuels: The Coal Decline Impacts on Employment, Wage, and Internal Migration in the U.S.",UCLA,2024.0,,Minwoo Hyun,Does Federally-Funded Job Training Work? Nonexperimental Estimates of WIA Training Impacts Using Longitudinal Data on Workers and Firms,article,published,2022.0,,,,https://doi.org/10.2139/ssrn.4173183,Does Federally-Funded Job Training Work? Nonexperimental Estimates of WIA Training Impacts Using Longitudinal Data on Workers and Firms,"We study the job training provided under the US Workforce Investment Act (WIA) to adults and dislocated workers in two states. Our substantive contributions center on impacts estimated non-experimentally using administrative data. These impacts compare WIA participants who do and do not receive training. In addition to the usual impacts on earnings and employment, we link our state data to the Longitudinal Employer-Household Dynamics (LEHD) data at the US Census Bureau, which allows us to estimate impacts on the characteristics of the firms at which participants find employment. We find moderate positive impacts of training on employment and earnings for adults, but not for dislocated workers. We find limited evidence of positive effects on firm characteristics for adults in one state, but clear evidence of effects on industry of employment for most groups. Our primary methodological contributions consist of (1) estimating the impacts of training on the types of firms and industries in which workers are able to get jobs after training, and (2) assessing the value of firm characteristics measured prior to training as additional conditioning information relative to the data available in state Unemployment Insurance (UI) earnings records.",2022,2022-01-01,2,Fredrick Anderson; Harry J. Holzer; Julia Lane; David Rosenblum; Jeffrey A. Smith,Bank of America; IZA - Institute of Labor Economics; National Bureau of Economic Research; Public Policy Institute of California; Georgetown University; Wagner College; IZA - Institute of Labor Economics; IZA - Institute of Labor Economics; National Bureau of Economic Research; University of Wisconsin–Madison,"Labor market dynamics and wage inequality; Gender, Labor, and Family Dynamics; Retirement, Disability, and Employment",SSRN Electronic Journal,01,"Anderson, Fredrick; Holzer, Harry J.; Lane, Julia; Rosenblum, David; Smith, Jeffrey A.. 2022. ""Does Federally-Funded Job Training Work? Nonexperimental Estimates of WIA Training Impacts Using Longitudinal Data on Workers and Firms"". SSRN Electronic Journal, , pp. . . https://doi.org/https://doi.org/10.2139/ssrn.4173183",true
596.0,Completed,"BR00-05 Interactions, Neighborhood Selection and Housing Demand",Boston,2006.0,2006.0,Jeffrey E Zabel,The Accuracy of Owner‐Provided House Values: The 1978–1991 American Housing Survey,article,published,1999.0,27,2,263-298,https://doi.org/10.1111/1540-6229.00774,The Accuracy of Owner‐Provided House Values: The 1978–1991 American Housing Survey,"The American Housing Survey (AHS) includes the owner's valuation of the house as a measure of the house's value. If owner‐stated values are accurate, the AHS (as well as other survey instruments) can be used by researchers studying a variety of topics. In this study we use the metropolitan version of the AHS for three cities over fourteen years to compare owners' valuations with sales prices of houses that sold in the twelve months prior to an interview. We find that, on average, recent buyers report house values that are 8.4% higher than the stated sales prices. Further analysis indicates that these recent buyers, when compared with owners with longer tenure, overvalue their houses by 3.3%, on average. Thus, we find that the average owner overvalues his house by 5.1%. Also, differences between sales prices and owners' valuations are not related to particular characteristics of the house, occupants (other than length of tenure), or neighborhood. Thus, the use of the owners' valuations will result in accurate estimates of house price indexes and will provide reliable estimates of the prices of house and neighborhood characteristics.",1999,1999-06-01,215,Katherine A. Kiel; Jeffrey Zabel,College of the Holy Cross; Tufts University,"Housing Market and Economics; Urban, Neighborhood, and Segregation Studies; Spatial and Panel Data Analysis",Real Estate Economics,06,"Kiel, Katherine A.; Zabel, Jeffrey. 1999. ""The Accuracy of Owner‐Provided House Values: The 1978–1991 American Housing Survey"". Real Estate Economics, 27(2), pp. 263-298. . https://doi.org/https://doi.org/10.1111/1540-6229.00774",true
596.0,Completed,"BR00-05 Interactions, Neighborhood Selection and Housing Demand",Boston,2006.0,2006.0,Jeffrey E Zabel,Estimating the Demand for Air Quality in Four U.S. Cities,article,published,2000.0,76,2,174-174,https://doi.org/10.2307/3147223,Estimating the Demand for Air Quality in Four U.S. Cities,"An analysis of the demand for air quality in four MSAs in the United States is presented using the American Housing Survey data from 1974-1991, the Decennial U.S. Censuses, and the EPA Aerometric Information Retrieval System. The marginal prices of air quality are obtained from parameter estimates for the pollution variables in a hedonic house price model, and the marginal willingness to pay (inverse demand) equations for air quality are estimated using these prices. In two of the four (inverse) demand for air quality equations, the own-good coefficient is negative and significant, while the income coefficient is positive and significant.",2000,2000-05-01,187,Jeffrey Zabel; Katherine A. Kiel,,Housing Market and Economics; Economic and Environmental Valuation; Fiscal Policy and Economic Growth,Land Economics,05,"Zabel, Jeffrey; Kiel, Katherine A.. 2000. ""Estimating the Demand for Air Quality in Four U.S. Cities"". Land Economics, 76(2), pp. 174-174. . https://doi.org/https://doi.org/10.2307/3147223",true
596.0,Completed,"BR00-05 Interactions, Neighborhood Selection and Housing Demand",Boston,2006.0,2006.0,Jeffrey E Zabel,Neighbourhood effects and housing demand,article,published,2003.0,18,5,563-584,https://doi.org/10.1002/jae.740,Neighbourhood effects and housing demand,"Abstract In this paper, we estimate a model of housing demand with neighbourhood effects. We exploit special features of the national sample of the American Housing Survey and properties of housing markets that allow us to create ‘natural’ instruments and therefore identify the impact of social interactions. We find evidence of both endogenous and contextual neighbourhood effects. We report two alternative sets of estimates for neighbourhood effects that differ in terms of the instruments we use for estimating the model. When the endogenous neighbourhood effect is large the respective contextual effects are weak, and vice versa . The elasticity of housing demand with respect to the mean of the neighbours' housing demands (the endogenous effect) ranges from 0.19 to 0.66 and is generally very significant. The contextual effects are also very significant. A key such effect, the elasticity with respect to the mean of neighbours' permanent incomes, ranges from 0.17 to 0.54. Copyright © 2003 John Wiley &amp; Sons, Ltd.",2003,2003-09-01,176,Yannis M. Ioannides; Jeffrey Zabel,Tufts University; Tufts University,"Housing Market and Economics; Urban, Neighborhood, and Segregation Studies; Financial Literacy, Pension, Retirement Analysis",Journal of Applied Econometrics,09,"Ioannides, Yannis M.; Zabel, Jeffrey. 2003. ""Neighbourhood effects and housing demand"". Journal of Applied Econometrics, 18(5), pp. 563-584. . https://doi.org/https://doi.org/10.1002/jae.740",true
267.0,Completed,Examining Workplace Geo-coding for Travel Forecasting Using the American Community Survey,Berkeley,2003.0,2004.0,Debbie A Niemeier,THE SHORT‐RUN EMPLOYMENT EFFECTS OF RECENT MINIMUM WAGE CHANGES: EVIDENCE FROM THE AMERICAN COMMUNITY SURVEY,article,published,2018.0,36,4,711-722,https://doi.org/10.1111/coep.12279,THE SHORT‐RUN EMPLOYMENT EFFECTS OF RECENT MINIMUM WAGE CHANGES: EVIDENCE FROM THE AMERICAN COMMUNITY SURVEY,"This paper presents early evidence on the employment effects of state minimum wage increases enacted between January 2013 and January 2015. As of 2015, we estimate that relatively large minimum wage increases (defined as those exceeding $1) reduced employment among low‐skilled population groups by just over 1 percentage point. Smaller minimum wage increases, as well as increases linked to inflation indexation provisions, appear to have had much smaller (and possibly positive) effects on employment over our sample period. The estimates thus raise the potential importance of nonlinearities in the minimum wage's effects, which are consistent with standard models of the labor market. ( JEL H11, J08, J23)",2018,2018-02-01,50,Jeffrey Clemens; Michael R. Strain,"University of California, San Diego; American Enterprise Institute",Labor market dynamics and wage inequality; Employment and Welfare Studies; Fiscal Policy and Economic Growth,Contemporary Economic Policy,02,"Clemens, Jeffrey; Strain, Michael R.. 2018. ""THE SHORT‐RUN EMPLOYMENT EFFECTS OF RECENT MINIMUM WAGE CHANGES: EVIDENCE FROM THE AMERICAN COMMUNITY SURVEY"". Contemporary Economic Policy, 36(4), pp. 711-722. . https://doi.org/https://doi.org/10.1111/coep.12279",true
