ProjectID,ProjectStatus,ProjectTitle,ProjectRDC,ProjectStartYear,ProjectEndYear,ProjectPI,OutputTitle,OutputBiblio,OutputType,OutputStatus,OutputVenue,OutputYear,OutputMonth,OutputVolume,OutputNumber,OutputPages,OutputType_Clean,Data Source,TitleLen,JournalArticle,YearsSinceStart,RDC_Atlanta,RDC_Austin,RDC_Baruch,RDC_Berkeley,RDC_Boston,RDC_CMU,RDC_Chicago,RDC_Colorado,RDC_Cornell,RDC_Dallas,RDC_Fed Board,RDC_Florida,RDC_Georgetown,RDC_Irvine,RDC_Kansas City,RDC_Kentucky,RDC_Maryland,RDC_Michigan,RDC_Minnesota,RDC_Missouri,RDC_NCRN,RDC_Nebraska,RDC_Penn State,RDC_Philadelphia,RDC_Seattle,RDC_Stanford,RDC_Texas,RDC_Triangle,RDC_UCLA,RDC_UIUC,RDC_USC,RDC_Utah,RDC_Washington,RDC_Wisconsin,RDC_Yale,Economics_Labor
69.0,Completed,Using the Economic Census to Study the Arts Sector,Washington,2001.0,2002.0,Thomas H Pollak,Economic Factors Underlying the Unbundling of Advertising Agency Services,"Arzaghi, Mohammad; Berndt, Ernst R.; Davis, James C.; Silk, Alvin J.. 2009. ""Economic Factors Underlying the Unbundling of Advertising Agency Services"". SSRN Electronic Journal, , pp. . . https://doi.org/https://doi.org/10.2139/ssrn.1458598",article,published,SSRN Electronic Journal,2009.0,1,,,,Journal Article Publication,New,73.0,1,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,no
2988.0,Active,"Credit Market Frictions, Creditor's Rights, and the Real Economy",Atlanta,2023.0,,Jianzhang Lin,Aggregate Advertising Expenditure in the U.S. Economy: What's Up? Is It Real?,"Silk, Alvin J.; Berndt, Ernst R.. 2020. ""Aggregate Advertising Expenditure in the U.S. Economy: What's Up? Is It Real?"". No Source, , pp. . . https://doi.org/https://doi.org/10.3386/w28161",report,published,,2020.0,12,,,,Working Paper,New,77.0,0,-3.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,no
607.0,Completed,Scale and Scope Economies and the Organization of the U.S. Advertising and Marketing Services Industry,Boston,2007.0,2012.0,Alvin J Silk,How Concentrated is the U.S. Advertising and Marketing Services Industry? Myth Versus Reality,"Silk, Alvin J.; King, Charles W.. 2013. ""How Concentrated is the U.S. Advertising and Marketing Services Industry? Myth Versus Reality"". Journal of Current Issues & Research in Advertising, 34(1), pp. 166-193. . https://doi.org/https://doi.org/10.1080/10641734.2013.754721",article,published,Journal of Current Issues & Research in Advertising,2013.0,2,34.0,1,166-193,Journal Article Publication,New,93.0,1,6.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,no
607.0,Completed,Scale and Scope Economies and the Organization of the U.S. Advertising and Marketing Services Industry,Boston,2007.0,2012.0,Alvin J Silk,Aggregate Advertising Expenditure in the U.S. Economy: What&amp;Apos;S Up? Is it Real?,"Silk, Alvin J.; Berndt, Ernst R.. 2020. ""Aggregate Advertising Expenditure in the U.S. Economy: What&amp;Apos;S Up? Is it Real?"". SSRN Electronic Journal, , pp. . . https://doi.org/https://doi.org/10.2139/ssrn.3743893",article,published,SSRN Electronic Journal,2020.0,1,,,,Journal Article Publication,New,86.0,1,13.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,no
1380.0,Completed,How Long Will They Stay? Foreign-Born Out-Migration from New U.S. Destinations,Minnesota,2014.0,2022.0,Jack DeWaard,Who Votes for Medicaid Expansion? Lessons from Maine's 2017 Referendum,"Matsa, David A.; Miller, Amalia R.. 2019. ""Who Votes for Medicaid Expansion? Lessons from Maine's 2017 Referendum"". Journal of Health Politics Policy and Law, 44(4), pp. 563-588. . https://doi.org/https://doi.org/10.1215/03616878-7530801",article,published,Journal of Health Politics Policy and Law,2019.0,4,44.0,4,563-588,Journal Article Publication,New,70.0,1,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,no
592.0,Completed,Survey of Industrial Research and Development: Evaluation of Imputation Methods,Washington,2006.0,2009.0,Adriana Perez,Public Use Microdata Area Fragmentation: Research and Policy Implications of Polygon Discontiguity,"Siordia, Carlos; Fox, A J. 2013. ""Public Use Microdata Area Fragmentation: Research and Policy Implications of Polygon Discontiguity"". Spatial Demography, 1(1), pp. 41-55. . https://doi.org/https://doi.org/10.1007/bf03354886",article,published,Spatial Demography,2013.0,4,1.0,1,41-55,Journal Article Publication,New,98.0,1,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,no
560.0,Completed,Using Synthetic Data in the American Community Survey,Triangle,2006.0,2007.0,Jerome P Reiter,Plant-Level Productivity and Imputation of Missing Data in the Census of Manufactures,"White, Kirk; Reiter, Jerome P.; Petrin, Amil. 2011. ""Plant-Level Productivity and Imputation of Missing Data in the Census of Manufactures"". SSRN Electronic Journal, , pp. . . https://doi.org/https://doi.org/10.2139/ssrn.1759396",article,published,SSRN Electronic Journal,2011.0,1,,,,Journal Article Publication,New,85.0,1,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,no
560.0,Completed,Using Synthetic Data in the American Community Survey,Triangle,2006.0,2007.0,Jerome P Reiter,select_vars_all_industries_from_cmf.sas,"White, Kirk; Reiter, Jerome P.; Petrin, Amil. 2017. ""select_vars_all_industries_from_cmf.sas"". Harvard Dataverse, , pp. . . https://doi.org/https://doi.org/10.7910/dvn/3goxdp/mgfng7",dataset,published,Harvard Dataverse,2017.0,1,,,,Dataset,New,39.0,0,11.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,no
2732.0,Active,Financial Constraints and the Margins of Misallocation Across Firms,Stanford,2022.0,,Chenzi Xu,Measuring Cross-Country Differences in Misallocation,"Nishida, Mitsukuni; Petrin, Amil; Rotemberg, Martin; White, T. Kirk. 2016. ""Measuring Cross-Country Differences in Misallocation"". SSRN Electronic Journal, , pp. . . https://doi.org/https://doi.org/10.2139/ssrn.2869246",article,published,SSRN Electronic Journal,2016.0,1,,,,Journal Article Publication,New,52.0,1,-6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,no
560.0,Completed,Using Synthetic Data in the American Community Survey,Triangle,2006.0,2007.0,Jerome P Reiter,Imputation in U.S. Manufacturing Data and Its Implications for Productivity Dispersion,"White, T. Kirk; Reiter, Jerome P.; Petrin, Amil. 2017. ""Imputation in U.S. Manufacturing Data and Its Implications for Productivity Dispersion"". The Review of Economics and Statistics, 100(3), pp. 502-509. . https://doi.org/https://doi.org/10.1162/rest_a_00678",article,published,The Review of Economics and Statistics,2017.0,6,100.0,3,502-509,Journal Article Publication,New,86.0,1,11.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,no
560.0,Completed,Using Synthetic Data in the American Community Survey,Triangle,2006.0,2007.0,Jerome P Reiter,Plant-level Productivity and Imputation of Missing Data in U.S. Census Manufacturing Data,"White, T. Kirk; Reiter, Jerome P.; Petrin, Amil. 2012. ""Plant-level Productivity and Imputation of Missing Data in U.S. Census Manufacturing Data"". No Source, , pp. . . https://doi.org/https://doi.org/10.3386/w17816",report,published,,2012.0,2,,,,Working Paper,New,89.0,0,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,no
2436.0,Active,Characteristics of Civil Court Participants,Georgetown,2023.0,,Amy B O'Hara,The Opportunities and Challenges of Using Administrative Data Linkages to Evaluate Mobility,"Johnson, David; Massey, Catherine; O’Hara, Amy. 2014. ""The Opportunities and Challenges of Using Administrative Data Linkages to Evaluate Mobility"". The Annals of the American Academy of Political and Social Science, 657(1), pp. 247-264. . https://doi.org/https://doi.org/10.1177/0002716214552780",article,published,The Annals of the American Academy of Political and Social Science,2014.0,12,657.0,1,247-264,Journal Article Publication,New,91.0,1,-9.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,no
2436.0,Active,Characteristics of Civil Court Participants,Georgetown,2023.0,,Amy B O'Hara,Linking the 1940 U.S. Census with modern data,"Massey, Catherine; Genadek, Katie R.; Alexander, J. Trent; Gardner, Todd; O’Hara, Amy. 2018. ""Linking the 1940 U.S. Census with modern data"". Historical Methods A Journal of Quantitative and Interdisciplinary History, 51(4), pp. 246-257. . https://doi.org/https://doi.org/10.1080/01615440.2018.1507772",article,published,Historical Methods A Journal of Quantitative and Interdisciplinary History,2018.0,10,51.0,4,246-257,Journal Article Publication,New,45.0,1,-5.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,no
222.0,Completed,"Firm Organization, Internal Capital Markets and Merger and Acquisition Activity",Washington,2003.0,2006.0,Gordon M Phillips,"Linking Survey and Administrative Data to Measure Income, Inequality, and Mobility","Medalia, Carla; Meyer, Bruce; O’Hara, Amy; Wu, Derek. 2019. ""Linking Survey and Administrative Data to Measure Income, Inequality, and Mobility"". International Journal for Population Data Science, 4(1), pp. . . https://doi.org/https://doi.org/10.23889/ijpds.v4i1.939",article,published,International Journal for Population Data Science,2019.0,1,4.0,1,,Journal Article Publication,New,82.0,1,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,no
1504.0,Active,The Economic Effects of Firm Incentives and Improvements in Census Bureau Sampling Weights,Baruch,2016.0,,Ben Hyman,Comments on: Laying the foundations for a new approach to Census taking in Ireland by John Dunne and Steve MacFeely,"O’Hara, Amy. 2014. ""Comments on: Laying the foundations for a new approach to Census taking in Ireland by John Dunne and Steve MacFeely"". Statistical Journal of the IAOS, 30(4), pp. 367-368. . https://doi.org/https://doi.org/10.3233/sji-140849",article,published,Statistical Journal of the IAOS,2014.0,11,30.0,4,367-368,Journal Article Publication,New,115.0,1,-2.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,no
222.0,Completed,"Firm Organization, Internal Capital Markets and Merger and Acquisition Activity",Washington,2003.0,2006.0,Gordon M Phillips,"Linking Survey and Administrative Data to Measure Income, Inequality, and Mobility","Medalia, Carla; Meyer, Bruce; O’Hara, Amy; Wu, Derek. 2018. ""Linking Survey and Administrative Data to Measure Income, Inequality, and Mobility"". International Journal for Population Data Science, 3(5), pp. . . https://doi.org/https://doi.org/10.23889/ijpds.v3i5.1058",article,published,International Journal for Population Data Science,2018.0,10,3.0,5,,Journal Article Publication,New,82.0,1,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,no
2907.0,Active,The Relationship between Military Service and STEM Outcomes: Integrating Data from Three Federal Statistical Agencies,Nebraska,2023.0,,Regina Werum,Data Sharing in the Federal Statistical System: Impediments and Possibilities,"O’Hara, Amy; Medalia, Carla. 2017. ""Data Sharing in the Federal Statistical System: Impediments and Possibilities"". The Annals of the American Academy of Political and Social Science, 675(1), pp. 138-150. . https://doi.org/https://doi.org/10.1177/0002716217740863",article,published,The Annals of the American Academy of Political and Social Science,2017.0,12,675.0,1,138-150,Journal Article Publication,New,77.0,1,-6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,no
287.0,Completed,Health and Migration in the Continental United States,Michigan,2003.0,2012.0,Arline T Geronimus,The Differential Privacy Corner: What has the US Backed Itself Into?,"O’Hara, Amy; Brummet, Quentin. 2019. ""The Differential Privacy Corner: What has the US Backed Itself Into?"". International Journal for Population Data Science, 4(3), pp. . . https://doi.org/https://doi.org/10.23889/ijpds.v4i3.1315",article,published,International Journal for Population Data Science,2019.0,11,4.0,3,,Journal Article Publication,New,68.0,1,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,no
2665.0,Completed,"Migration, Gentrification, and the Residential Integration of Same-Sex Couples: An Analysis of Census Microdata",Atlanta,2022.0,2026.0,Amy Spring,Neighborhood Attainment over the Adult Life Course,"South, Scott J.; Huang, Ying; Spring, Amy; Crowder, Kyle. 2016. ""Neighborhood Attainment over the Adult Life Course"". American Sociological Review, 81(6), pp. 1276-1304. . https://doi.org/https://doi.org/10.1177/0003122416673029",article,published,American Sociological Review,2016.0,10,81.0,6,1276-1304,Journal Article Publication,New,50.0,1,-6.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,no
695.0,Completed,The Role of Industry Classification and Firm Structure in the Estimation of Research and Development Expenditures,Washington,2008.0,2013.0,G. Andrew Bernat,Development of a multidimensional housing and environmental quality index (HEQI): application to the American Housing Survey,"Chu, MyDzung T.; Fenelon, Andrew; Rodrıguez, Judith; Zota, Ami R.; Adamkiewicz, Gary. 2022. ""Development of a multidimensional housing and environmental quality index (HEQI): application to the American Housing Survey"". Environmental Health, 21(1), pp. . . https://doi.org/https://doi.org/10.1186/s12940-022-00866-8",article,published,Environmental Health,2022.0,5,21.0,1,,Journal Article Publication,New,124.0,1,14.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,no
695.0,Completed,The Role of Industry Classification and Firm Structure in the Estimation of Research and Development Expenditures,Washington,2008.0,2013.0,G. Andrew Bernat,Development of a Multidimensional Housing and Environmental Quality Index (HEQI): Application to the American Housing Survey,"Chu, MyDzung T.; Fenelon, Andrew; Rodrıguez, Judith; Zota, Ami R.; Adamkiewicz, Gary. 2022. ""Development of a Multidimensional Housing and Environmental Quality Index (HEQI): Application to the American Housing Survey"". Research Square (Research Square), , pp. . . https://doi.org/https://doi.org/10.21203/rs.3.rs-1342732/v1",preprint,published,Research Square (Research Square),2022.0,2,,,,Journal Article Publication,New,124.0,1,14.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,no
2383.0,Active,Longitudinal Career Paths of Interdisciplinary Graduate Students,Cornell,2021.0,,Kevin Kniffin,Early career PhD salaries: the industry premium and interdisciplinary debate,"Hanks, Andrew; Kniffin, Kevin M.. 2014. ""Early career PhD salaries: the industry premium and interdisciplinary debate"". Applied Economics Letters, 21(18), pp. 1277-1282. . https://doi.org/https://doi.org/10.1080/13504851.2014.922664",article,published,Applied Economics Letters,2014.0,6,21.0,18,1277-1282,Journal Article Publication,New,76.0,1,-7.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,no
2383.0,Active,Longitudinal Career Paths of Interdisciplinary Graduate Students,Cornell,2021.0,,Kevin Kniffin,The trade-offs of teamwork among STEM doctoral graduates.,"Kniffin, Kevin M.; Hanks, Andrew. 2018. ""The trade-offs of teamwork among STEM doctoral graduates."". American Psychologist, 73(4), pp. 420-432. . https://doi.org/https://doi.org/10.1037/amp0000288",review,published,American Psychologist,2018.0,5,73.0,4,420-432,Other Publication,New,57.0,0,-3.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,no
2383.0,Active,Longitudinal Career Paths of Interdisciplinary Graduate Students,Cornell,2021.0,,Kevin Kniffin,REVISITING GLADWELL'S HOCKEY PLAYERS: INFLUENCE OF RELATIVE AGE EFFECTS UPON EARNING THE PHD,"Kniffin, Kevin M.; Hanks, Andrew. 2015. ""REVISITING GLADWELL'S HOCKEY PLAYERS: INFLUENCE OF RELATIVE AGE EFFECTS UPON EARNING THE PHD"". Contemporary Economic Policy, 34(1), pp. 21-36. . https://doi.org/https://doi.org/10.1111/coep.12114",article,published,Contemporary Economic Policy,2015.0,7,34.0,1,21-36,Journal Article Publication,New,92.0,1,-6.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,no
